Rank_bat,Player,Club,GAMES_bat,INNS_bat,NOT OUTS_bat,RUNS_bat,HIGH SCORE_bat,AVG_bat,50s_bat,100s_bat,STRIKE RATE_bat,4s_bat,6s_bat,DUCKS_bat,BOWLED_bat,CAUGHT_bat,LBW_bat,STUMPED_bat,RUN OUT_bat,DID NOT BAT(%)_bat,GAMES WON(%)_bat,GAMES LOST(%)_bat,GAMES DRAWN(%)_bat,TEAM RUNS(%)_bat,Rank_bowl,OVERS_bowl,MAIDENS_bowl,RUNS_bowl,WICKETS_bowl,5 WICKET HAUL_bowl,ECONOMY RATE_bowl,STRIKE RATE_bowl,AVERAGE_bowl,% BOWLED_bowl,% CAUGHT_bowl,% LBW_bowl,% STUMPED_bowl,% TEAM WICKET_bowl,best_wkts_bowl,best_runs_bowl,Rank_field,WICKET KEEPING CATCHES_field,STUMPINGS_field,TOTAL WICKET KEEPING WICKETS_field,FIELDING CATCHES_field,RUN OUTS_field,TOTAL FIELDING WICKETS_field,TOTAL CATCHES_field,TOTAL VICTIMS_field,final_score_model,bat_score,bowl_score,field_score,allrounder_target
87.0,Player_135,Club_29,12.0,11.0,4.0,140.0,32.0,20.0,0.0,0.0,76.09,20.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.62,6.0,32.0,4.0,150.0,16.0,0.0,4.69,12.0,9.38,68.75,25.0,6.25,0.0,19.28,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4147614800419263,0.3878181066229501,0.9098995220095873,0.0,0.43257254287751246
18.0,Player_152,Club_08,13.0,13.0,7.0,250.0,33.0,41.67,0.0,0.0,122.55,36.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.66,12.0,34.0,3.0,140.0,14.0,0.0,4.12,14.57,10.0,78.57,14.29,7.14,0.0,23.73,4.0,13.0,15.0,1.0,0.0,1.0,5.0,3.0,8.0,6.0,9.0,0.7204900368993465,0.6243257191765748,0.9015269215051936,0.7465053704183847,0.7574526703667178
265.0,Player_332,Club_14,14.0,10.0,4.0,39.0,15.0,6.5,0.0,0.0,95.12,6.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,75.0,31.0,5.0,161.0,9.0,0.0,5.19,20.67,17.89,33.33,55.56,0.0,11.11,9.89,3.0,11.0,63.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,0.5013033239997301,0.23958919485445698,0.8889091767537866,0.43127471540128215,0.5199243623365085
187.0,Player_237,Club_17,10.0,10.0,0.0,71.0,25.0,7.1,0.0,0.0,21.74,1.0,0.0,2.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.64,45.0,27.0,1.0,147.0,10.0,0.0,5.44,16.2,14.7,90.0,10.0,0.0,0.0,29.41,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36393046170899407,0.23118252152571853,0.8863175279094728,0.0,0.37250001647839714
84.0,Player_175,Club_28,15.0,15.0,1.0,142.0,30.0,10.14,0.0,0.0,81.61,20.0,1.0,4.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.62,304.0,30.5,4.0,104.0,3.0,0.0,3.37,61.67,34.67,66.67,33.33,0.0,0.0,4.23,1.0,7.0,1.0,1.0,0.0,1.0,10.0,1.0,11.0,11.0,12.0,0.6935598203879889,0.4318563116988357,0.8707561333539391,0.9406401830200553,0.7477508760242767
189.0,Player_043,Club_04,8.0,7.0,1.0,70.0,22.0,11.67,0.0,0.0,71.43,11.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84,299.0,22.3,2.0,124.0,3.0,0.0,5.51,45.0,41.33,100.0,0.0,0.0,0.0,7.14,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353886771909101,0.24497727982789552,0.8700062886117721,0.0,0.3716611894798892
310.0,Player_210,Club_20,7.0,7.0,0.0,24.0,15.0,3.43,0.0,0.0,31.58,3.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37,156.0,21.0,2.0,114.0,6.0,0.0,5.43,21.0,19.0,50.0,50.0,0.0,0.0,23.08,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315512187849481,0.12589469928645902,0.8638308829842307,0.0,0.32990852742356325
400.0,Player_066,Club_14,14.0,9.0,1.0,2.0,2.0,0.25,0.0,0.0,5.88,0.0,0.0,7.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,95.0,25.2,0.0,195.0,8.0,0.0,7.7,19.0,24.38,75.0,25.0,0.0,0.0,12.31,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3106399454198224,0.08317304016818669,0.8636628847926885,0.0,0.3156119749869584
192.0,Player_305,Club_20,8.0,8.0,1.0,68.0,33.0,9.71,0.0,0.0,76.4,10.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.49,301.0,25.0,0.0,119.0,3.0,0.0,4.76,50.0,39.67,33.33,66.67,0.0,0.0,13.04,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3644508163574851,0.2788861752127077,0.8560930328081177,0.0,0.37832640267360845
27.0,Player_117,Club_29,14.0,14.0,8.0,216.0,32.0,36.0,0.0,0.0,154.29,36.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84,105.0,31.2,5.0,145.0,8.0,0.0,4.63,23.5,18.13,100.0,0.0,0.0,0.0,8.79,3.0,11.0,30.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,7.0,0.659830847851454,0.6044257094295481,0.8529352617994088,0.5726843472969971,0.6766817728419846
276.0,Player_400,Club_46,8.0,7.0,4.0,36.0,14.0,12.0,0.0,0.0,47.37,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.51,116.0,19.0,0.0,140.0,7.0,0.0,7.37,16.29,20.0,57.14,42.86,0.0,0.0,11.86,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32333958794046186,0.17484577775130988,0.8489697159426716,0.0,0.34127183123132715
321.0,Player_127,Club_34,15.0,9.0,6.0,20.0,10.0,6.67,0.0,0.0,24.39,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,173.0,28.0,0.0,180.0,6.0,0.0,6.43,28.0,30.0,66.67,33.33,0.0,0.0,6.38,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33463219998448457,0.1807306376088861,0.8465169711828798,0.0,0.3424158695972553
149.0,Player_236,Club_18,10.0,10.0,3.0,92.0,21.0,13.14,0.0,0.0,37.55,11.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.24,303.0,28.0,1.0,106.0,3.0,0.0,3.79,56.0,35.33,66.67,0.0,33.33,0.0,6.52,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37091476903365633,0.28952261191608875,0.8455547234615028,0.0,0.3783591117925305
2.0,Player_005,Club_14,17.0,16.0,10.0,369.0,36.0,61.5,0.0,0.0,137.69,43.0,12.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.62,102.0,30.0,3.0,147.0,8.0,0.0,4.9,22.5,18.38,50.0,50.0,0.0,0.0,8.51,3.0,13.0,7.0,0.0,0.0,0.0,9.0,2.0,11.0,9.0,11.0,0.7853956169268799,0.811504675687069,0.8409678730245695,0.8751423672404776,0.8425383053173721
225.0,Player_409,Club_14,17.0,16.0,5.0,51.0,8.0,4.64,0.0,0.0,32.03,3.0,0.0,4.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.47,4.0,36.3,4.0,148.0,18.0,0.0,4.05,12.17,8.22,61.11,33.33,5.56,0.0,18.75,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3567488849208926,0.27785794505394185,0.8364635863331196,0.0,0.37144051046235377
157.0,Player_341,Club_08,9.0,9.0,3.0,87.0,33.0,14.5,0.0,0.0,93.55,14.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.39,295.0,20.4,1.0,117.0,3.0,0.0,5.66,41.33,39.0,66.67,0.0,33.33,0.0,7.32,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375358303249527,0.3299665746289859,0.8333581752409979,0.0,0.3877749166233279
52.0,Player_076,Club_14,15.0,14.0,6.0,175.0,32.0,21.88,0.0,0.0,62.5,25.0,0.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.49,302.0,27.0,2.0,122.0,3.0,0.0,4.52,54.0,40.67,100.0,0.0,0.0,0.0,4.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41666072388078745,0.46423196687419577,0.8313677718133738,0.0,0.43186657956252317
41.0,Player_302,Club_14,16.0,14.0,6.0,192.0,30.0,24.0,0.0,0.0,71.37,20.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.15,178.0,33.0,1.0,155.0,6.0,0.0,4.7,33.0,25.83,66.67,33.33,0.0,0.0,6.74,2.0,9.0,47.0,0.0,0.0,0.0,5.0,1.0,6.0,5.0,6.0,0.5849154355034349,0.4581897560837156,0.8297959840543943,0.5087491636994598,0.5989116346125232
386.0,Player_221,Club_14,13.0,7.0,4.0,4.0,3.0,1.33,0.0,0.0,12.9,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,71.0,28.1,2.0,159.0,9.0,0.0,5.64,18.78,17.67,55.56,33.33,0.0,11.11,13.24,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29320648488832796,0.09600726343523516,0.8296993414059435,0.0,0.30856886828039287
166.0,Player_360,Club_40,11.0,11.0,0.0,85.0,28.0,7.73,0.0,0.0,53.13,16.0,0.0,2.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.77,296.0,20.5,1.0,122.0,3.0,0.0,5.86,41.67,40.67,66.67,33.33,0.0,0.0,5.66,1.0,8.0,125.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,0.4782619072336454,0.3000398404769347,0.8285070369106795,0.33730285297554424,0.48861657678771947
