Rank_bat,Player,Club,GAMES_bat,INNS_bat,NOT OUTS_bat,RUNS_bat,HIGH SCORE_bat,AVG_bat,50s_bat,100s_bat,STRIKE RATE_bat,4s_bat,6s_bat,DUCKS_bat,BOWLED_bat,CAUGHT_bat,LBW_bat,STUMPED_bat,RUN OUT_bat,DID NOT BAT(%)_bat,GAMES WON(%)_bat,GAMES LOST(%)_bat,GAMES DRAWN(%)_bat,TEAM RUNS(%)_bat,Rank_bowl,OVERS_bowl,MAIDENS_bowl,RUNS_bowl,WICKETS_bowl,5 WICKET HAUL_bowl,ECONOMY RATE_bowl,STRIKE RATE_bowl,AVERAGE_bowl,% BOWLED_bowl,% CAUGHT_bowl,% LBW_bowl,% STUMPED_bowl,% TEAM WICKET_bowl,best_wkts_bowl,best_runs_bowl,Rank_field,WICKET KEEPING CATCHES_field,STUMPINGS_field,TOTAL WICKET KEEPING WICKETS_field,FIELDING CATCHES_field,RUN OUTS_field,TOTAL FIELDING WICKETS_field,TOTAL CATCHES_field,TOTAL VICTIMS_field,final_score_model,bat_score,bowl_score,field_score,allrounder_target
43.0,Player_418,Club_48,11.0,7.0,6.0,189.0,33.0,189.0,0.0,0.0,110.34,19.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,179.0,7.0,2.0,15.0,5.0,0.0,2.14,8.4,3.0,80.0,20.0,0.0,0.0,20.83,3.0,2.0,12.0,0.0,0.0,0.0,8.0,2.0,10.0,8.0,10.0,0.5947371012980976,0.5844861947092429,0.4999195167467237,0.8021586325012972,0.628854781319088
352.0,Player_204,Club_14,15.0,6.0,2.0,12.0,7.0,3.0,0.0,0.0,33.33,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,3.0,8.0,0.0,2.0,2.0,5.0,10.0,0.3051902339666576,0.11570997371388513,0.0,0.7991327796667975,0.30494758446022757
3.0,Player_247,Club_29,13.0,13.0,9.0,339.0,33.0,84.75,0.0,0.0,152.36,60.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.22,162.0,23.0,5.0,83.0,6.0,0.0,3.61,23.0,13.83,83.33,16.67,0.0,0.0,8.96,2.0,2.0,13.0,1.0,0.0,1.0,8.0,1.0,9.0,9.0,10.0,0.7225159222559185,0.7621700141705093,0.6734164900026424,0.7961808053986353,0.743922436523929
19.0,Player_316,Club_24,10.0,10.0,8.0,245.0,32.0,122.5,0.0,0.0,155.06,38.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.52,9.0,22.0,3.0,95.0,14.0,0.0,4.32,9.43,6.79,57.14,35.71,0.0,0.0,25.93,4.0,11.0,10.0,0.0,0.0,0.0,9.0,1.0,10.0,9.0,10.0,0.7368830887313016,0.7108407210789832,0.7959500640789864,0.7878653218721867,0.764885369010052
18.0,Player_152,Club_08,13.0,13.0,7.0,250.0,33.0,41.67,0.0,0.0,122.55,36.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.66,12.0,34.0,3.0,140.0,14.0,0.0,4.12,14.57,10.0,78.57,14.29,7.14,0.0,23.73,4.0,13.0,15.0,1.0,0.0,1.0,5.0,3.0,8.0,6.0,9.0,0.7204900368993465,0.6243257191765748,0.9015269215051936,0.7465053704183847,0.7574526703667178
12.0,Player_379,Club_36,16.0,13.0,10.0,279.0,33.0,93.0,0.0,0.0,108.14,29.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,15.41,3.0,31.0,4.0,139.0,20.0,0.0,4.48,9.3,6.95,50.0,25.0,15.0,10.0,21.05,4.0,16.0,17.0,0.0,0.0,0.0,8.0,1.0,9.0,8.0,9.0,0.7329278975592165,0.608686939506126,0.9498742092888917,0.7163896789899468,0.7583169425949882
69.0,Player_011,Club_46,10.0,10.0,4.0,156.0,33.0,26.0,0.0,0.0,100.0,19.0,6.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.81,100.0,29.0,5.0,101.0,8.0,0.0,3.48,21.75,12.63,87.5,12.5,0.0,0.0,10.96,2.0,9.0,16.0,0.0,0.0,0.0,8.0,1.0,9.0,8.0,9.0,0.6374559392203825,0.4724946332392132,0.7408684288606,0.7156356330614766,0.6429995650537633
88.0,Player_249,Club_14,15.0,15.0,3.0,140.0,32.0,11.67,0.0,0.0,57.14,16.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,3.0,0.0,5.0,5.0,3.0,8.0,0.34654163099110186,0.4204407544442095,0.0,0.7119528106340915,0.377464521692767
97.0,Player_003,Club_02,12.0,12.0,3.0,132.0,32.0,14.67,0.0,0.0,55.23,19.0,0.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.81,49.0,30.0,2.0,169.0,10.0,1.0,5.63,18.0,16.9,60.0,30.0,0.0,0.0,15.87,5.0,11.0,18.0,0.0,0.0,0.0,5.0,3.0,8.0,5.0,8.0,0.6292522094248671,0.38275988671431516,0.953338268940554,0.665960198081226,0.6673527845786985
10.0,Player_362,Club_34,15.0,15.0,7.0,280.0,33.0,35.0,0.0,0.0,128.44,44.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84,174.0,29.0,8.0,83.0,6.0,0.0,2.86,29.0,13.83,83.33,16.67,0.0,0.0,6.59,2.0,0.0,22.0,0.0,0.0,0.0,6.0,2.0,8.0,6.0,8.0,0.6683342594381552,0.6392021707778749,0.7189510564618381,0.6561911630229368,0.6714481300875499
53.0,Player_140,Club_16,10.0,9.0,4.0,172.0,32.0,34.4,0.0,0.0,147.37,19.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.78,58.0,23.0,4.0,60.0,9.0,0.0,2.61,15.33,6.67,66.67,33.33,0.0,0.0,11.69,3.0,7.0,23.0,0.0,0.0,0.0,7.0,1.0,8.0,7.0,8.0,0.6007389924944927,0.49496366231406536,0.6429782586445907,0.6441599901792369,0.5940339703792977
108.0,Player_086,Club_13,12.0,11.0,2.0,123.0,29.0,13.67,0.0,0.0,80.39,17.0,0.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.42,52.0,33.0,2.0,136.0,10.0,0.0,4.12,19.8,13.6,70.0,30.0,0.0,0.0,12.2,3.0,12.0,20.0,0.0,0.0,0.0,7.0,1.0,8.0,7.0,8.0,0.5910286028064025,0.35578583758041515,0.8041962093164797,0.6418978523938261,0.600626633096907
74.0,Player_129,Club_39,11.0,8.0,5.0,151.0,32.0,50.33,0.0,0.0,97.42,18.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88,34.0,20.0,2.0,80.0,10.0,0.0,4.0,12.0,8.0,50.0,40.0,10.0,0.0,15.87,3.0,10.0,19.0,0.0,0.0,0.0,7.0,1.0,8.0,7.0,8.0,0.592346921429251,0.4515382659718607,0.6821932139975919,0.641143806465356,0.5916250954782695
213.0,Player_346,Club_26,10.0,10.0,1.0,54.0,31.0,6.0,0.0,0.0,40.4,6.0,0.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,0.0,7.0,0.0,0.0,0.0,7.0,7.0,0.2773558924808419,0.23874509710444636,0.0,0.6015185027836238,0.28008786662935675
194.0,Player_211,Club_20,9.0,8.0,0.0,68.0,25.0,8.5,0.0,0.0,68.0,11.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,7.0,0.27000818183385616,0.2613322562241593,0.0,0.5734383932254674,0.27825688314987557
27.0,Player_117,Club_29,14.0,14.0,8.0,216.0,32.0,36.0,0.0,0.0,154.29,36.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84,105.0,31.2,5.0,145.0,8.0,0.0,4.63,23.5,18.13,100.0,0.0,0.0,0.0,8.79,3.0,11.0,30.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,7.0,0.659830847851454,0.6044257094295481,0.8529352617994088,0.5726843472969971,0.6766817728419846
60.0,Player_047,Club_05,9.0,9.0,3.0,162.0,31.0,27.0,0.0,0.0,85.71,17.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.63,14.0,23.0,8.0,68.0,13.0,0.0,2.96,10.62,5.23,53.85,30.77,15.38,0.0,27.66,3.0,2.0,28.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,7.0,0.5600506228410005,0.3879587443425661,0.7600151017445439,0.5711762554400567,0.5730500338423888
185.0,Player_165,Club_07,10.0,9.0,5.0,71.0,24.0,17.75,0.0,0.0,70.49,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.7,37.0,21.3,1.0,87.0,10.0,0.0,4.05,12.9,8.7,50.0,40.0,0.0,0.0,14.71,2.0,2.0,27.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,7.0,0.48630615906122177,0.2742913232526983,0.5985088123576147,0.5704222095115865,0.4810741150406332
15.0,Player_115,Club_37,10.0,9.0,8.0,266.0,32.0,266.0,0.0,0.0,136.41,45.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,160.0,22.0,5.0,57.0,6.0,0.0,2.59,22.0,9.5,50.0,50.0,0.0,0.0,9.23,2.0,10.0,26.0,0.0,0.0,0.0,6.0,1.0,7.0,6.0,7.0,0.6517747775197357,0.7618982235393695,0.6594311286249459,0.5696681635831162,0.6636658385824773
314.0,Player_404,Club_42,11.0,6.0,0.0,23.0,16.0,3.83,0.0,0.0,60.53,3.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,2.0,7.0,0.0,0.0,0.0,5.0,7.0,0.24060999199543406,0.14350676012664804,0.0,0.5647032705135198,0.23607001021338925
